Date,Open,High,Low,Close,Adj Close,Volume
2017-04-06,144.2899932861328,144.52000427246094,143.4499969482422,143.66000366210938,136.8838348388672,21149000
2017-04-07,143.72999572753906,144.17999267578125,143.27000427246094,143.33999633789062,136.5789031982422,16672200
2017-04-10,143.60000610351562,143.8800048828125,142.89999389648438,143.1699981689453,136.41693115234375,18933400
2017-04-11,142.94000244140625,143.35000610351562,140.05999755859375,141.6300048828125,134.9495849609375,30379400
2017-04-12,141.60000610351562,142.14999389648438,141.00999450683594,141.8000030517578,135.1115264892578,20350000
2017-04-13,141.91000366210938,142.3800048828125,141.0500030517578,141.0500030517578,134.3969268798828,17822900
2017-04-17,141.47999572753906,141.8800048828125,140.8699951171875,141.8300018310547,135.14013671875,16582100
2017-04-18,141.41000366210938,142.0399932861328,141.11000061035156,141.1999969482422,134.5398712158203,14697500
2017-04-19,141.8800048828125,142.0,140.4499969482422,140.67999267578125,134.0443878173828,17328400
2017-04-20,141.22000122070312,142.9199981689453,141.16000366210938,142.44000244140625,135.7213592529297,23319600
2017-04-21,142.44000244140625,142.67999267578125,141.85000610351562,142.27000427246094,135.5594024658203,17320900
2017-04-24,143.5,143.9499969482422,143.17999267578125,143.63999938964844,136.86477661132812,17134300
2017-04-25,143.91000366210938,144.89999389648438,143.8699951171875,144.52999877929688,137.71278381347656,18871500
2017-04-26,144.47000122070312,144.60000610351562,143.3800048828125,143.67999267578125,136.9028778076172,20041200
2017-04-27,143.9199981689453,144.16000366210938,143.30999755859375,143.7899932861328,137.00767517089844,14246300
2017-04-28,144.08999633789062,144.3000030517578,143.27000427246094,143.64999389648438,136.87429809570312,20860400
2017-05-01,145.10000610351562,147.1999969482422,144.9600067138672,146.5800018310547,139.66610717773438,33602900
2017-05-02,147.5399932861328,148.08999633789062,146.83999633789062,147.50999450683594,140.5522003173828,45352200
2017-05-03,145.58999633789062,147.49000549316406,144.27000427246094,147.05999755859375,140.1234588623047,45697000
2017-05-04,146.52000427246094,147.13999938964844,145.80999755859375,146.52999877929688,139.6184539794922,23371900
2017-05-05,146.75999450683594,148.97999572753906,146.75999450683594,148.9600067138672,141.93382263183594,27327700
2017-05-08,149.02999877929688,153.6999969482422,149.02999877929688,153.00999450683594,145.7928009033203,48752400
2017-05-09,153.8699951171875,154.8800048828125,153.4499969482422,153.99000549316406,146.7265625,39130400
2017-05-10,153.6300048828125,153.94000244140625,152.11000061035156,153.25999450683594,146.031005859375,25805700
2017-05-11,152.4499969482422,154.07000732421875,152.30999755859375,153.9499969482422,147.2938995361328,27255100
2017-05-12,154.6999969482422,156.4199981689453,154.6699981689453,156.10000610351562,149.35098266601562,32527000
2017-05-15,156.00999450683594,156.64999389648438,155.0500030517578,155.6999969482422,148.96827697753906,26009700
2017-05-16,155.94000244140625,156.05999755859375,154.72000122070312,155.47000122070312,148.74819946289062,20048500
2017-05-17,153.60000610351562,154.57000732421875,149.7100067138672,150.25,143.75390625,50767700
2017-05-18,151.27000427246094,153.33999633789062,151.1300048828125,152.5399932861328,145.94488525390625,33568200
2017-05-19,153.3800048828125,153.97999572753906,152.6300048828125,153.05999755859375,146.44239807128906,26960800
2017-05-22,154.0,154.5800018310547,152.91000366210938,153.99000549316406,147.33218383789062,22966400
2017-05-23,154.89999389648438,154.89999389648438,153.30999755859375,153.8000030517578,147.15040588378906,19918900
2017-05-24,153.83999633789062,154.1699981689453,152.6699981689453,153.33999633789062,146.7103271484375,19178000
2017-05-25,153.72999572753906,154.35000610351562,153.02999877929688,153.8699951171875,147.2173614501953,19235600
2017-05-26,154.0,154.24000549316406,153.30999755859375,153.61000061035156,146.96864318847656,21927600
2017-05-30,153.4199981689453,154.42999267578125,153.3300018310547,153.6699981689453,147.0260467529297,20126900
2017-05-31,153.97000122070312,154.1699981689453,152.3800048828125,152.75999450683594,146.15538024902344,24451200
2017-06-01,153.1699981689453,153.3300018310547,152.22000122070312,153.17999267578125,146.55722045898438,16404100
2017-06-02,153.5800018310547,155.4499969482422,152.88999938964844,155.4499969482422,148.7290802001953,27770700
2017-06-05,154.33999633789062,154.4499969482422,153.4600067138672,153.92999267578125,147.2747802734375,25331700
2017-06-06,153.89999389648438,155.80999755859375,153.77999877929688,154.4499969482422,147.77232360839844,26624900
2017-06-07,155.02000427246094,155.97999572753906,154.47999572753906,155.3699951171875,148.65252685546875,21069600
2017-06-08,155.25,155.5399932861328,154.39999389648438,154.99000549316406,148.28895568847656,21250800
2017-06-09,155.19000244140625,155.19000244140625,146.02000427246094,148.97999572753906,142.5387725830078,64882700
2017-06-12,145.74000549316406,146.08999633789062,142.50999450683594,145.4199981689453,139.13272094726562,72307300
2017-06-13,147.16000366210938,147.4499969482422,145.14999389648438,146.58999633789062,140.2521514892578,34165400
2017-06-14,147.5,147.5,143.83999633789062,145.16000366210938,138.8839569091797,31531200
2017-06-15,143.32000732421875,144.47999572753906,142.2100067138672,144.2899932861328,138.0515594482422,32165400
2017-06-16,143.77999877929688,144.5,142.1999969482422,142.27000427246094,136.1189422607422,50361100
2017-06-19,143.66000366210938,146.74000549316406,143.66000366210938,146.33999633789062,140.01295471191406,32541400
2017-06-20,146.8699951171875,146.8699951171875,144.94000244140625,145.00999450683594,138.7404327392578,24900100
2017-06-21,145.52000427246094,146.07000732421875,144.61000061035156,145.8699951171875,139.56326293945312,21265800
2017-06-22,145.77000427246094,146.6999969482422,145.1199951171875,145.6300048828125,139.33367919921875,19106300
2017-06-23,145.1300048828125,147.16000366210938,145.11000061035156,146.27999877929688,139.95553588867188,35439400
2017-06-26,147.1699981689453,148.27999877929688,145.3800048828125,145.82000732421875,139.51544189453125,25692400
2017-06-27,145.00999450683594,146.16000366210938,143.6199951171875,143.72999572753906,137.51577758789062,24761900
2017-06-28,144.49000549316406,146.11000061035156,143.16000366210938,145.8300018310547,139.52499389648438,22082400
2017-06-29,144.7100067138672,145.1300048828125,142.27999877929688,143.67999267578125,137.46795654296875,31499400
2017-06-30,144.4499969482422,144.9600067138672,143.77999877929688,144.02000427246094,137.7932586669922,23024100
2017-07-03,144.8800048828125,145.3000030517578,143.10000610351562,143.5,137.29571533203125,14277800
2017-07-05,143.69000244140625,144.7899932861328,142.72000122070312,144.08999633789062,137.8602294921875,21569600
2017-07-06,143.02000427246094,143.5,142.41000366210938,142.72999572753906,136.5590362548828,24128800
2017-07-07,142.89999389648438,144.75,142.89999389648438,144.17999267578125,137.9463348388672,19201700
2017-07-10,144.11000061035156,145.9499969482422,143.3699951171875,145.05999755859375,138.78826904296875,21090600
2017-07-11,144.72999572753906,145.85000610351562,144.3800048828125,145.52999877929688,139.2379608154297,19781800
2017-07-12,145.8699951171875,146.17999267578125,144.82000732421875,145.74000549316406,139.43890380859375,24884500
2017-07-13,145.5,148.49000549316406,145.44000244140625,147.77000427246094,141.3811492919922,25199400
2017-07-14,147.97000122070312,149.3300018310547,147.3300018310547,149.0399932861328,142.59620666503906,20132100
2017-07-17,148.82000732421875,150.89999389648438,148.57000732421875,149.55999755859375,143.09373474121094,23793500
2017-07-18,149.1999969482422,150.1300048828125,148.6699981689453,150.0800018310547,143.59124755859375,17868800
2017-07-19,150.47999572753906,151.4199981689453,149.9499969482422,151.02000427246094,144.49061584472656,20923000
2017-07-20,151.5,151.74000549316406,150.19000244140625,150.33999633789062,143.83999633789062,17243700
2017-07-21,149.99000549316406,150.44000244140625,148.8800048828125,150.27000427246094,143.7730255126953,26252600
2017-07-24,150.5800018310547,152.44000244140625,149.89999389648438,152.08999633789062,145.51437377929688,21493200
2017-07-25,151.8000030517578,153.83999633789062,151.8000030517578,152.74000549316406,146.13624572753906,18853900
2017-07-26,153.35000610351562,153.92999267578125,153.05999755859375,153.4600067138672,146.82513427734375,15781000
2017-07-27,153.75,153.99000549316406,147.3000030517578,150.55999755859375,144.05050659179688,32476300
2017-07-28,149.88999938964844,150.22999572753906,149.19000244140625,149.5,143.0363311767578,17213700
2017-07-31,149.89999389648438,150.3300018310547,148.1300048828125,148.72999572753906,142.29962158203125,19845900
2017-08-01,149.10000610351562,150.22000122070312,148.41000366210938,150.0500030517578,143.5625457763672,35368600
2017-08-02,159.27999877929688,159.75,156.16000366210938,157.13999938964844,150.34600830078125,69936800
2017-08-03,157.0500030517578,157.2100067138672,155.02000427246094,155.57000732421875,148.84390258789062,27097300
2017-08-04,156.07000732421875,157.39999389648438,155.69000244140625,156.38999938964844,149.62844848632812,20559900
2017-08-07,157.05999755859375,158.9199981689453,156.6699981689453,158.80999755859375,151.94381713867188,21870300
2017-08-08,158.60000610351562,161.8300018310547,158.27000427246094,160.0800018310547,153.15890502929688,36205900
2017-08-09,159.25999450683594,161.27000427246094,159.11000061035156,161.05999755859375,154.09652709960938,26131500
2017-08-10,159.89999389648438,160.0,154.6300048828125,155.32000732421875,149.18826293945312,40804300
2017-08-11,156.60000610351562,158.57000732421875,156.07000732421875,157.47999572753906,151.26300048828125,26257100
2017-08-14,159.32000732421875,160.2100067138672,158.75,159.85000610351562,153.53944396972656,22122700
2017-08-15,160.66000366210938,162.1999969482422,160.13999938964844,161.60000610351562,155.22032165527344,29465500
2017-08-16,161.94000244140625,162.50999450683594,160.14999389648438,160.9499969482422,154.59600830078125,27671600
2017-08-17,160.52000427246094,160.7100067138672,157.83999633789062,157.86000061035156,151.62799072265625,27940600
2017-08-18,157.86000061035156,159.5,156.72000122070312,157.5,151.28224182128906,27428100
2017-08-21,157.5,157.88999938964844,155.11000061035156,157.2100067138672,151.003662109375,26368500
2017-08-22,158.22999572753906,160.0,158.02000427246094,159.77999877929688,153.47218322753906,21604600
2017-08-23,159.07000732421875,160.47000122070312,158.8800048828125,159.97999572753906,153.66427612304688,19399100
2017-08-24,160.42999267578125,160.74000549316406,158.5500030517578,159.27000427246094,152.9822998046875,19818900
2017-08-25,159.64999389648438,160.55999755859375,159.27000427246094,159.86000061035156,153.54904174804688,25480100
2017-08-28,160.13999938964844,162.0,159.92999267578125,161.47000122070312,155.09547424316406,25966000
2017-08-29,160.10000610351562,163.1199951171875,160.0,162.91000366210938,156.47862243652344,29516900
2017-08-30,163.8000030517578,163.88999938964844,162.61000061035156,163.35000610351562,156.90126037597656,27269600
2017-08-31,163.63999938964844,164.52000427246094,163.47999572753906,164.0,157.5255889892578,26785100
2017-09-01,164.8000030517578,164.94000244140625,163.6300048828125,164.0500030517578,157.57363891601562,16591100
2017-09-05,163.75,164.25,160.55999755859375,162.0800018310547,155.681396484375,29468500
2017-09-06,162.7100067138672,162.99000549316406,160.52000427246094,161.91000366210938,155.51809692382812,21651700
2017-09-07,162.08999633789062,162.24000549316406,160.36000061035156,161.25999450683594,154.89376831054688,21928500
2017-09-08,160.86000061035156,161.14999389648438,158.52999877929688,158.6300048828125,152.36761474609375,28611500
2017-09-11,160.5,162.0500030517578,159.88999938964844,161.5,155.1243133544922,31580800
2017-09-12,162.61000061035156,163.9600067138672,158.77000427246094,160.86000061035156,154.50958251953125,71714000
2017-09-13,159.8699951171875,159.9600067138672,157.91000366210938,159.64999389648438,153.3473358154297,44907400
2017-09-14,158.99000549316406,159.39999389648438,158.08999633789062,158.27999877929688,152.03140258789062,23760700
2017-09-15,158.47000122070312,160.97000122070312,158.0,159.8800048828125,153.56825256347656,49114600
2017-09-18,160.11000061035156,160.5,158.0,158.6699981689453,152.406005859375,28269400
2017-09-19,159.50999450683594,159.77000427246094,158.44000244140625,158.72999572753906,152.46363830566406,20810600
2017-09-20,157.89999389648438,158.25999450683594,153.8300018310547,156.07000732421875,149.90867614746094,52951400
2017-09-21,155.8000030517578,155.8000030517578,152.75,153.38999938964844,147.33444213867188,37511700
2017-09-22,151.5399932861328,152.27000427246094,150.55999755859375,151.88999938964844,145.89366149902344,46645400
2017-09-25,149.99000549316406,151.8300018310547,149.16000366210938,150.5500030517578,144.60658264160156,44387300
2017-09-26,151.77999877929688,153.9199981689453,151.69000244140625,153.13999938964844,147.0943145751953,36660000
2017-09-27,153.8000030517578,154.72000122070312,153.5399932861328,154.22999572753906,148.14129638671875,25504200
2017-09-28,153.88999938964844,154.27999877929688,152.6999969482422,153.27999877929688,147.2288055419922,22005500
2017-09-29,153.2100067138672,154.1300048828125,152.0,154.1199951171875,148.03561401367188,26299800
2017-10-02,154.25999450683594,154.4499969482422,152.72000122070312,153.80999755859375,147.73788452148438,18698800
2017-10-03,154.00999450683594,155.08999633789062,153.91000366210938,154.47999572753906,148.38143920898438,16230300
2017-10-04,153.6300048828125,153.86000061035156,152.4600067138672,153.47999572753906,147.42091369628906,20163800
2017-10-05,154.17999267578125,155.44000244140625,154.0500030517578,155.38999938964844,149.2554931640625,21283800
2017-10-06,154.97000122070312,155.49000549316406,154.55999755859375,155.3000030517578,149.1690216064453,17407600
2017-10-09,155.80999755859375,156.72999572753906,155.49000549316406,155.83999633789062,149.68772888183594,16262900
2017-10-10,156.05999755859375,158.0,155.10000610351562,155.89999389648438,149.74534606933594,15617000
2017-10-11,155.97000122070312,156.97999572753906,155.75,156.5500030517578,150.3697052001953,16905600
2017-10-12,156.35000610351562,157.3699951171875,155.72999572753906,156.0,149.84144592285156,16125100
2017-10-13,156.72999572753906,157.27999877929688,156.41000366210938,156.99000549316406,150.7923583984375,16394200
2017-10-16,157.89999389648438,160.0,157.64999389648438,159.8800048828125,153.56825256347656,24121500
2017-10-17,159.77999877929688,160.8699951171875,159.22999572753906,160.47000122070312,154.13494873046875,18997300
2017-10-18,160.4199981689453,160.7100067138672,159.60000610351562,159.75999450683594,153.45298767089844,16374200
2017-10-19,156.75,157.0800018310547,155.02000427246094,155.97999572753906,149.82220458984375,42584200
2017-10-20,156.61000061035156,157.75,155.9600067138672,156.25,150.08155822753906,23974100
2017-10-23,156.88999938964844,157.69000244140625,155.5,156.1699981689453,150.0047149658203,21984300
2017-10-24,156.2899932861328,157.4199981689453,156.1999969482422,157.10000610351562,150.8979949951172,17757200
2017-10-25,156.91000366210938,157.5500030517578,155.27000427246094,156.41000366210938,150.2352294921875,21207100
2017-10-26,157.22999572753906,157.8300018310547,156.77999877929688,157.41000366210938,151.19573974609375,17000500
2017-10-27,159.2899932861328,163.60000610351562,158.6999969482422,163.0500030517578,156.61306762695312,44454200
2017-10-30,163.88999938964844,168.07000732421875,163.72000122070312,166.72000122070312,160.1382293701172,44700800
2017-10-31,167.89999389648438,169.64999389648438,166.94000244140625,169.0399932861328,162.36660766601562,36046800
2017-11-01,169.8699951171875,169.94000244140625,165.61000061035156,166.88999938964844,160.301513671875,33637800
2017-11-02,166.60000610351562,168.5,165.27999877929688,168.11000061035156,161.47335815429688,41393400
2017-11-03,174.0,174.25999450683594,171.1199951171875,172.5,165.69003295898438,59398600
2017-11-06,172.3699951171875,174.99000549316406,171.72000122070312,174.25,167.37095642089844,35026300
2017-11-07,173.91000366210938,175.25,173.60000610351562,174.80999755859375,167.9088134765625,24361500
2017-11-08,174.66000366210938,176.24000549316406,174.3300018310547,176.24000549316406,169.2823944091797,24409500
2017-11-09,175.11000061035156,176.10000610351562,173.13999938964844,175.8800048828125,168.9365997314453,29482600
2017-11-10,175.11000061035156,175.3800048828125,174.27000427246094,174.6699981689453,168.37747192382812,25145500
2017-11-13,173.5,174.5,173.39999389648438,173.97000122070312,167.70269775390625,16982100
2017-11-14,173.0399932861328,173.47999572753906,171.17999267578125,171.33999633789062,165.16744995117188,24782500
2017-11-15,169.97000122070312,170.32000732421875,168.3800048828125,169.0800018310547,162.9888458251953,29158100
2017-11-16,171.17999267578125,171.8699951171875,170.3000030517578,171.10000610351562,164.93609619140625,23637500
2017-11-17,171.0399932861328,171.38999938964844,169.63999938964844,170.14999389648438,164.0203094482422,21899500
2017-11-20,170.2899932861328,170.55999755859375,169.55999755859375,169.97999572753906,163.85646057128906,16262400
2017-11-21,170.77999877929688,173.6999969482422,170.77999877929688,173.13999938964844,166.90260314941406,25131300
2017-11-22,173.36000061035156,175.0,173.0500030517578,174.9600067138672,168.6570281982422,25588900
2017-11-24,175.10000610351562,175.5,174.64999389648438,174.97000122070312,168.6667022705078,14026700
2017-11-27,175.0500030517578,175.0800018310547,173.33999633789062,174.08999633789062,167.81837463378906,20716800
2017-11-28,174.3000030517578,174.8699951171875,171.86000061035156,173.07000732421875,166.8351287841797,26428800
2017-11-29,172.6300048828125,172.9199981689453,167.16000366210938,169.47999572753906,163.37451171875,41666400
2017-11-30,170.42999267578125,172.13999938964844,168.44000244140625,171.85000610351562,165.65908813476562,41527200
2017-12-01,169.9499969482422,171.6699981689453,168.5,171.0500030517578,164.8878936767578,39759300
2017-12-04,172.47999572753906,172.6199951171875,169.6300048828125,169.8000030517578,163.68292236328125,32542400
2017-12-05,169.05999755859375,171.52000427246094,168.39999389648438,169.63999938964844,163.52865600585938,27350200
2017-12-06,167.5,170.1999969482422,166.4600067138672,169.00999450683594,162.92140197753906,28560000
2017-12-07,169.02999877929688,170.44000244140625,168.91000366210938,169.32000732421875,163.2202606201172,25673300
2017-12-08,170.49000549316406,171.0,168.82000732421875,169.3699951171875,163.26840209960938,23355200
2017-12-11,169.1999969482422,172.88999938964844,168.7899932861328,172.6699981689453,166.4495391845703,35273800
2017-12-12,172.14999389648438,172.38999938964844,171.4600067138672,171.6999969482422,165.5144805908203,19409200
2017-12-13,172.5,173.5399932861328,172.0,172.27000427246094,166.06394958496094,23818400
2017-12-14,172.39999389648438,173.1300048828125,171.64999389648438,172.22000122070312,166.0157470703125,20476500
2017-12-15,173.6300048828125,174.1699981689453,172.4600067138672,173.97000122070312,167.70269775390625,40169300
2017-12-18,174.8800048828125,177.1999969482422,174.86000061035156,176.4199981689453,170.064453125,29421100
2017-12-19,175.02999877929688,175.38999938964844,174.08999633789062,174.5399932861328,168.2521514892578,27436400
2017-12-20,174.8699951171875,175.4199981689453,173.25,174.35000610351562,168.0690155029297,23475600
2017-12-21,174.1699981689453,176.02000427246094,174.10000610351562,175.00999450683594,168.7052459716797,20949900
2017-12-22,174.67999267578125,175.4199981689453,174.5,175.00999450683594,168.7052459716797,16349400
2017-12-26,170.8000030517578,171.47000122070312,169.67999267578125,170.57000732421875,164.4252166748047,33185500
2017-12-27,170.10000610351562,170.77999877929688,169.7100067138672,170.60000610351562,164.45413208007812,21498200
2017-12-28,171.0,171.85000610351562,170.47999572753906,171.0800018310547,164.91685485839844,16480200
2017-12-29,170.52000427246094,170.58999633789062,169.22000122070312,169.22999572753906,163.1334686279297,25999900
2018-01-02,170.16000366210938,172.3000030517578,169.25999450683594,172.25999450683594,166.0543212890625,25555900
2018-01-03,172.52999877929688,174.5500030517578,171.9600067138672,172.22999572753906,166.02537536621094,29517900
2018-01-04,172.5399932861328,173.47000122070312,172.0800018310547,173.02999877929688,166.7965545654297,22434600
2018-01-05,173.44000244140625,175.3699951171875,173.0500030517578,175.0,168.69557189941406,23660000
2018-01-08,174.35000610351562,175.61000061035156,173.92999267578125,174.35000610351562,168.0690155029297,20567800
2018-01-09,174.5500030517578,175.05999755859375,173.41000366210938,174.3300018310547,168.0497283935547,21584000
2018-01-10,173.16000366210938,174.3000030517578,173.0,174.2899932861328,168.0111846923828,23959900
2018-01-11,174.58999633789062,175.49000549316406,174.49000549316406,175.27999877929688,168.96551513671875,18667700
2018-01-12,176.17999267578125,177.36000061035156,175.64999389648438,177.08999633789062,170.7103271484375,25418100
2018-01-16,177.89999389648438,179.38999938964844,176.13999938964844,176.19000244140625,169.84274291992188,29565900
2018-01-17,176.14999389648438,179.25,175.07000732421875,179.10000610351562,172.64791870117188,34386800
2018-01-18,179.3699951171875,180.10000610351562,178.25,179.25999450683594,172.80213928222656,31193400
2018-01-19,178.61000061035156,179.5800018310547,177.41000366210938,178.4600067138672,172.03097534179688,32425100
2018-01-22,177.3000030517578,177.77999877929688,176.60000610351562,177.0,170.6235809326172,27108600
2018-01-23,177.3000030517578,179.44000244140625,176.82000732421875,177.0399932861328,170.66209411621094,32689100
2018-01-24,177.25,177.3000030517578,173.1999969482422,174.22000122070312,167.9437255859375,51105100
2018-01-25,174.50999450683594,174.9499969482422,170.52999877929688,171.11000061035156,164.94573974609375,41529000
2018-01-26,172.0,172.0,170.05999755859375,171.50999450683594,165.33131408691406,39143000
2018-01-29,170.16000366210938,170.16000366210938,167.07000732421875,167.9600067138672,161.9092254638672,50640400
2018-01-30,165.52999877929688,167.3699951171875,164.6999969482422,166.97000122070312,160.95489501953125,46048200
2018-01-31,166.8699951171875,168.44000244140625,166.5,167.42999267578125,161.3983154296875,32478900
2018-02-01,167.1699981689453,168.6199951171875,166.75999450683594,167.77999877929688,161.7357177734375,47230800
2018-02-02,166.0,166.8000030517578,160.10000610351562,160.5,154.71798706054688,86593800
2018-02-05,159.10000610351562,163.8800048828125,156.0,156.49000549316406,150.85240173339844,72738500
2018-02-06,154.8300018310547,163.72000122070312,154.0,163.02999877929688,157.15679931640625,68243800
2018-02-07,163.08999633789062,163.39999389648438,159.07000732421875,159.5399932861328,153.7925262451172,51608600
2018-02-08,160.2899932861328,161.0,155.02999877929688,155.14999389648438,149.5607147216797,54390500
2018-02-09,157.07000732421875,157.88999938964844,150.24000549316406,156.41000366210938,151.39004516601562,70672600
2018-02-12,158.5,163.88999938964844,157.50999450683594,162.7100067138672,157.4878387451172,60819500
2018-02-13,161.9499969482422,164.75,161.64999389648438,164.33999633789062,159.06553649902344,32549200
